V1,V2,V3,V4,V5,V6,V7,V8,V9
3.5999191854210926,3.0297618154232007,3.5431474312734146,3.5650255345888913,3.517893252096,2.7964051850808644,3.1732451904195784,3.35005844801009,5.08557247619688
5.207851201589167,3.1395492766445194,3.9712412818484175,3.6880710453110357,3.8200400962932752,4.410022202929733,5.155745831240584,4.581647679527109,4.750523731931233
7.40123288621086,7.812166926445208,8.165670976825973,8.23435763892077,9.236746254790354,8.732945662055547,8.525712068402905,8.688231502421282,7.231394446133706
4.772708275536047,3.1282523032838947,4.551393418773335,5.709470952804212,7.027544133571668,5.942271153296217,5.425344982945937,4.908402922175046,6.067522584122313
7.248499147541379,6.578303392440757,6.706973529419186,7.292952230450382,8.149860508013377,7.734381633503074,7.163055764325318,7.383485744090642,7.813362949982011
2.4657111134371834,1.479049053037612,2.5441393984347753,2.3641685750520733,4.845771573107984,2.728699311476372,3.0767841177169037,4.592688476991981,4.762954355885866
2.8663529378491694,5.056866579735313,4.300267528280427,5.063238627796795,6.5583864510278485,5.415326092559369,3.377593822553557,4.031289517541777,4.101549889376888
2.976797354002573,2.7306881162771477,2.424304155399407,3.506947443148074,2.76656504019369,2.0009727097048504,2.448900693289773,3.389145904530197,3.7903093391414684
3.5865599807822557,3.7392334406047087,3.135382291080338,4.421605548847712,3.7409645691716586,3.897462125018027,3.927861643120605,3.7157515841591073,2.5341298347401167
5.811472512013078,6.818420375645128,6.15430214724762,5.332683780528372,5.135937690802312,5.286577955754519,5.3664636578785005,5.771788297790408,5.38100557295078
3.3250035210373934,3.154141048712579,2.803096931860291,4.440288177713462,3.596736843622615,3.7546020676826264,3.408810196752421,2.726239158289702,3.225866454365999
5.8912733996859545,7.642181110442847,5.381227296377518,7.151130848554965,5.303169323567177,6.854927362016409,5.19729178713444,3.8890895833711534,2.774128661961743
7.3966297048977845,7.034096582928369,7.781405606415693,6.0110565044479705,7.183813903994723,6.002401119622121,6.784785286414027,8.516339510931957,9.841514000043816
5.389552702196591,5.151890646594363,5.5556309203982766,5.209871885384829,6.561909073186053,5.694923280614485,5.6380157267972555,6.573019473476318,6.587562706906092
